"Lines","File","EmptyBlocks","Methods","DebugLog"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Menus\Settings\MENU023_HUDCustomization.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Menus\Settings\MENU024_ColorDisplayOptions.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Menus\Settings\MENU025_Apply.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Menus\Settings\MENU026_Reset.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Menus\Settings\MENU027_Back.cs","0","1","1"
"17","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Modals\UIModalManager.cs","0","1","0"
"17","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\UINotificationManager.cs","0","1","0"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Objectives\NOTIF008_ObjectiveCompleted.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Objectives\NOTIF009_ObjectiveFailed.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Operations\NOTIF015_ConstructionComplete.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Operations\NOTIF016_ProductionComplete.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Operations\NOTIF017_RepairComplete.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Operations\NOTIF018_ResearchComplete.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Resources\NOTIF001_ResourceGained.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Resources\NOTIF002_ResourceDepleted.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Squads\NOTIF006_SquadCreated.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Squads\NOTIF007_SquadDestroyed.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Units\NOTIF003_UnitProduced.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Units\NOTIF004_UnitDeployed.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Units\NOTIF005_UnitDestroyed.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Unlocks\NOTIF010_TechnologyUnlocked.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Unlocks\NOTIF011_UnitUnlocked.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Unlocks\NOTIF012_EquipmentUnlocked.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Unlocks\NOTIF013_MissionUnlocked.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Notifications\Unlocks\NOTIF014_AchievementUnlocked.cs","0","1","1"
"17","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\UIOverlayManager.cs","0","1","0"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Airspace\OVER013_AirspaceOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Combat\OVER003_ThreatOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Combat\OVER004_RangeOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Combat\OVER005_WeaponRangeOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Command\OVER015_CommandNetworkOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Formation\OVER008_FormationOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Logistics\OVER012_LogisticsOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Movement\OVER006_MovementRangeOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Movement\OVER007_PathOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Naval\OVER014_NavalOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Resources\OVER011_ResourceOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Sensors\OVER002_SensorCoverageOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Visibility\OVER001_FogOfWarOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Zones\OVER009_DefensiveZoneOverlay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Overlays\Zones\OVER010_ObjectiveZoneOverlay.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Animation\POLISH006_SelectionAnimations.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Animation\POLISH007_AlertAnimations.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Animation\POLISH008_PopupAnimations.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Animation\POLISH009_WindowTransitions.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Animation\POLISH010_MapTransitions.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Feedback\POLISH014_AudioFeedback.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Feedback\POLISH015_ControllerFeedback.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Feedback\POLISH016_VRFeedback.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Interaction\POLISH011_HoverFeedback.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Interaction\POLISH012_ClickFeedback.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Interaction\POLISH013_ErrorFeedback.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Layout\POLISH001_HUDSpacing.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Layout\POLISH002_Alignment.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Performance\POLISH020_PerformanceOptimization.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Testing\POLISH017_ResolutionTesting.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Testing\POLISH018_UltrawideTesting.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Testing\POLISH019_VRReadability.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Visual\POLISH003_Typography.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Visual\POLISH004_IconConsistency.cs","0","1","1"
"16","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Polish\Visual\POLISH005_PanelHierarchy.cs","0","1","1"
"17","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\UIPopupManager.cs","0","1","0"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP016_ConfirmationPopup.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP017_CancelConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP018_DeleteConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP019_PurchaseConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP020_SellConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP021_RepairConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP022_SalvageConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP023_DeployConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP024_ExitConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Confirmation\POP025_RestartConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Error\POP026_ErrorPopup.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Error\POP030_SaveError.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Network\POP027_ConnectionLost.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Network\POP028_ConnectionRestored.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Popups\System\Network\POP029_ServerUnavailable.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Navigation\RESULT016_Continue.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Navigation\RESULT017_ReturnToGarage.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Navigation\RESULT018_ReturnToMultiplayer.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Outcome\RESULT001_VictoryScreen.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Outcome\RESULT002_DefeatScreen.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Outcome\RESULT003_DrawScreen.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Performance\RESULT012_AIAutonomyStatistics.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Performance\RESULT013_PlayerPerformance.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Rewards\RESULT014_Rewards.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Rewards\RESULT015_Progression.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Statistics\RESULT004_MatchStatistics.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Statistics\RESULT005_UnitsDeployed.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Statistics\RESULT006_UnitsLost.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Statistics\RESULT007_DamageDealt.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Statistics\RESULT008_DamageReceived.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Statistics\RESULT009_ObjectivesCompleted.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Statistics\RESULT010_ResourcesCollected.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Results\Statistics\RESULT011_EconomyStatistics.cs","0","1","1"
"7","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Screens\UIScreenManager.cs","1","0","0"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE003_Units.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE004_Equipment.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE005_Materials.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE006_Cosmetics.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE007_GarageSlots.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE008_ConvenienceItems.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE009_CampaignResources.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE010_FabricationMaterials.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Categories\STORE011_Credits.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Inventory\STORE018_Inventory.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Main\STORE001_StoreHome.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Main\STORE002_Featured.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Ownership\STORE016_OwnershipStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Ownership\STORE017_UnlockRequirements.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Purchasing\STORE012_ItemDetails.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Purchasing\STORE013_PurchaseConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Purchasing\STORE014_PurchaseSuccess.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Store\Purchasing\STORE015_PurchaseFailure.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Abilities\TIP004_AbilityTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Autonomy\TIP008_IntentTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Autonomy\TIP009_AIStateTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Deployment\TIP010_DeploymentPointTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Equipment\TIP002_WeaponTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Equipment\TIP003_EquipmentTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Objectives\TIP011_ObjectiveTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Resources\TIP005_ResourceTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Status\TIP012_StatusEffectTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Structures\TIP006_BuildingTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Technology\TIP007_TechnologyTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tooltips\Units\TIP001_UnitTooltip.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\Autonomy\TUT006_IntentTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\Autonomy\TUT008_AutonomyTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\Combat\TUT009_CombatTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\Controls\TUT002_BasicControls.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\Controls\TUT003_CameraTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\Deployment\TUT011_DeploymentBudgetTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\Logistics\TUT010_LogisticsTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\Onboarding\TUT001_FirstLaunchOnboarding.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\RTS\TUT004_UnitSelectionTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\RTS\TUT005_CommandTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\RTS\TUT007_SquadTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Tutorial\VR\TUT012_VRTutorial.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Cockpit\VR006_CockpitHUD.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Cockpit\VR007_VehicleStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Cockpit\VR008_Health.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Cockpit\VR009_Energy.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Cockpit\VR010_Fuel.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Cockpit\VR011_Ammunition.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Communications\VR019_Communications.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Communications\VR020_SquadStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Communications\VR022_OperatorTransfer.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Emergency\VR021_EmergencySystems.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR001_OperatorEntry.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR002_OperatorSelection.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR003_MachineCompatibility.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR004_EnterMachine.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Operator\VR005_ExitMachine.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Sensors\VR014_SensorControls.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Sensors\VR015_Radar.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Sensors\VR016_Thermal.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Sensors\VR017_Lidar.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Tactical\VR018_TacticalMap.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Weapons\VR012_Targeting.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\VR\Weapons\VR013_WeaponSelection.cs","0","1","1"
"17","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\UI\Windows\UIWindowManager.cs","0","1","0"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Core\WIN101_AbilityPanel.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Information\WIN102_AbilityIcons.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Information\WIN103_AbilityDescription.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Information\WIN104_AbilityCooldown.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Information\WIN105_AbilityResourceCost.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\State\WIN108_AbilityUnavailableState.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Targeting\WIN106_AbilityRange.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Ability\Targeting\WIN107_AbilityTargeting.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Catalog\WIN048_StructureCategories.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Catalog\WIN049_StructurePreview.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Catalog\WIN050_StructureCost.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Core\WIN047_ConstructionMenu.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Placement\WIN051_PlacementPreview.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Placement\WIN052_ValidPlacement.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Placement\WIN053_InvalidPlacement.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Placement\WIN054_Rotation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Progress\WIN055_ConstructionProgress.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\Progress\WIN056_CancelConstruction.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Construction\State\WIN057_ConstructionComplete.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Budget\DEP002_DeploymentBudgetDisplay.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Budget\DEP003_AvailableDeployment.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Budget\DEP004_MaximumDeploymentPoints.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Composition\DEP007_ArmyComposition.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Composition\DEP008_SquadComposition.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Core\DEP001_DeploymentScreen.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Placement\DEP009_DeploymentZones.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Placement\DEP010_UnitPlacement.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Ready\DEP013_DeploymentConfirmation.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Ready\DEP014_ReadyButton.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Ready\DEP015_OpponentReadyStatus.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Ready\DEP016_DeploymentCountdown.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Selection\DEP005_UnitSelection.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Selection\DEP006_UnitDeploymentPointCost.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Warnings\DEP011_InvalidDeploymentWarning.cs","0","1","1"
"15","C:\ObsidianProtocol-Autonomous-Warfare\Assets\Scripts\Windows\Deployment\Warnings\DEP012_BudgetExceededWarning.cs","0","1","1"
